#corona,1142,0.162791036
corona,1116,0.117755764
cases,793,-0.059979395
double,411,-0.070322021
dead.,405,-0.070041152
forecast,404,-0.070957096
wave,359,-0.067409471
deaths.,353,-0.066198815
#covid19,301,0.124588409
virus,294,0.112385106
#coronavirus,268,0.122246876
#covid,251,0.108774018
#stayathome📈:,248,-0.045643188
life,230,0.009012678
#stayhome,219,0.192271578
#quarantine,202,0.144414926
stay,195,0.309035284
time,191,0.210364547
#lockdown,180,0.157007717
during,179,0.158026521
pls,177,-0.038019572
covid-19,174,0.152637075
#staysafe,163,0.22858506
"counts,",159,-0.041904388
home,135,0.222502419
easter,126,0.363002344
happy,126,0.618764694
california,124,0.177907391
#covid_19,110,0.221341468
no,106,0.150150601
people,101,0.160093647
today,94,0.167656581
safe,94,0.393725311
good,90,0.421814609
#virus,89,0.13239484
year,84,0.192629908
quarantine,83,0.088556205
"corona,",83,0.135530402
coronavirus,83,0.150353151
#socialdistancing,82,0.192989929
lockdown,81,0.142920037
world,79,0.153141411
#love,79,0.351032494
united,77,0.074102827
love,77,0.388475268
due,70,0.006558633
work,68,0.127314819
pandemic,66,0.075183208
york,66,0.136901604
need,65,0.123984513
india,62,0.175132178
#corona…,61,0.237981203
against,60,0.142076008
covid,58,0.113242429
south,56,0.059535236
#isolation,56,0.119611453
please,56,0.152722739
help,55,0.089693482
happy,55,0.408004149
kingdom,54,0.106952319
live,54,0.15462301
times,54,0.195237577
off,53,0.136497659
#stayhealthy,52,0.159943677
first,52,0.227647669
little,51,0.011716653
health,51,0.146281289
hope,51,0.241700628
face,50,-0.003030844
social,50,0.108912103
fight,50,0.116203096
order,50,0.159587662
best,50,0.619559641
look,49,0.189071006
right,49,0.209087835
family,49,0.222332589
down,48,-0.010442242
thank,48,0.156430176
#pandemic,47,0.167104556
link,47,0.195085198
free,47,0.345247675
another,46,0.105465905
forecast:,45,0.089259259
where,45,0.164291066
tonight,45,0.171598906
everyone,45,0.174297098
online,44,0.125767947
follow,44,0.126219008
since,43,0.164888709
#photography,43,0.243332075
texas,42,0.127101729
#quarantinelife,42,0.162744859
the…,41,0.076185816
away,41,0.11394026
florida,41,0.161900394
through,41,0.205941265
never,40,0.103228716
things,40,0.129954763
show,40,0.142329275
them,40,0.142775221
years,40,0.185244414
thanks,40,0.22408891
#easter,40,0.310551666
https://t.co/e98nivciyk,39,0.00423026
don't,39,0.049850397
want,39,0.134134338
support,39,0.205749482
care,39,0.212671089
april,37,0.108587778
stop,37,0.126201083
getting,37,0.1582664
corona.,37,0.189357084
challenge,36,0.061516204
#lockdown2020,36,0.075780574
business,36,0.091182622
mask,36,0.191200009
apr,36,0.194212963
positive,36,0.240298321
video,35,0.113547155
old,35,0.160730739
#instagood,35,0.198997629
friends,35,0.267013142
most,35,0.288312785
"london,",34,0.136394711
fighting,34,0.140214434
also,34,0.15163465
come,34,0.170540425
los,34,0.176617647
looking,34,0.194714154
long,33,0.007306151
become,33,0.011500066
nigeria,33,0.04452687
national,33,0.073794192
rise,33,0.079941308
walk,33,0.097490267
spread,33,0.11142685
dm,33,0.120502755
i'm,33,0.150280766
hi,33,0.182954545
lo,33,0.192207792
great,33,0.512454183
other,32,0.023335859
next,32,0.101571039
let,32,0.11312066
taking,32,0.136378165
found,32,0.170298681
could,32,0.177785951
morning,32,0.199024105
beautiful,32,0.51033547
empty,31,-0.05
working,31,0.106590434
she,31,0.127540694
say,31,0.129163612
#india,31,0.174687982
well,31,0.200296979
#2020,31,0.211739515
photo,31,0.214212982
give,31,0.248010303
price,30,0.079616162
too,30,0.08911312
general,30,0.094806397
virus.,30,0.129283986
any,30,0.15404323
always,30,0.160888889
part,30,0.19092773
ready,30,0.196966816
level,29,0.080053634
something,29,0.112690234
#coronamemes,29,0.128456175
miss,29,0.174272501
night,29,0.189898337
feel,29,0.208697283
done,29,0.229101251
better,29,0.351085778
shop,28,0.070243056
post,28,0.122120675
park,28,0.123387446
#art,28,0.129914386
together,28,0.195387485
#covidbelarus3/4,27,-0.059259259
god,27,0.10274878
distancing,27,0.127275299
soon,27,0.157688147
#mask,27,0.191213324
#instagram,27,0.217005204
available,27,0.268028232
cloudy,27,0.314814815
#covidbrazil3/4,26,-0.053846154
#coviddenmark3/4,26,-0.051282051
#london,26,0.002347652
hard,26,0.002442698
few,26,0.021129553
house,26,0.024460683
goodscause:dollar,26,0.076486014
pandemicnb:,26,0.076486014
whatsapp:08153851749increase,26,0.076486014
#life,26,0.135617854
check,26,0.148820007
saturday,26,0.154822315
really,26,0.166418859
#home,26,0.170946912
city,26,0.187686896
#coviditaly3/4,25,-0.054666667
#covidjapan3/4,25,-0.048
"korea,",25,-0.039047619
said,25,0.025544108
medical,25,0.082369697
#nature,25,0.09605711
week,25,0.097197643
think,25,0.104849928
thing,25,0.127603883
covid-19.,25,0.242785065
#covidindia3/4,24,-0.058333333
#covidisrael3/4,24,-0.047222222
#covidkoreasouth3/4,24,-0.047222222
#togetherathome,24,-0.026005592
posted,24,0.03439246
georgia,24,0.05561072
let's,24,0.130160977
"york,",24,0.159705722
food,24,0.161173481
staying,24,0.200975867
which,24,0.20133658
covid,24,0.213736904
use,24,0.256462016
then,24,0.356024464
#covidnetherlands3/4,23,-0.066666667
#covidrussia=3/4,23,-0.057971014
#covidgermany=3/4,23,-0.052173913
#covidspain=3/4,23,-0.049275362
#covidthailand=3/4,23,-0.049275362
daily,23,0.019262859
music,23,0.042411719
taken,23,0.045288345
must,23,0.045676015
opportunity,23,0.111372283
why,23,0.11663318
talk,23,0.120459016
#nyc,23,0.132385537
art,23,0.138044243
high,23,0.157914141
real,23,0.168402366
whole,23,0.182585995
ny,23,0.191911169
everything,23,0.205628072
put,23,0.206312033
#music,23,0.227212009
friday,23,0.272275786
enjoy,23,0.332501843
health,19,0.14318685
good,18,0.428988797
year!,17,0.341709532
lot,17,0.403975681
covid-19,15,0.154728956
pandemic,15,0.284706124
please,15,0.392447691
#stayhome,12,0.183078178
fighting,11,0.084072544
stigma:,11,0.084072544
#happynewyear,11,0.126930834
#2021,10,0.408149892
#nye,9,0.065552224
no,9,0.13189434
year.,9,0.43841826
bye,9,0.485921717
#newyearseve,8,0.099900794
social,8,0.102934479
#newyear,8,0.243551136
california,8,0.279006866
better,8,0.290135732
hope,8,0.29809862
december,8,0.365411932
worse,7,-0.05952381
eve,7,0.110575139
time,7,0.205036977
texas,7,0.287411101
pandemic.,7,0.382705241
stay,7,0.389976809
first,7,0.397921176
2021!,7,0.40537969
through,7,0.413733154
2020!!,7,0.417613636
2020(and,7,0.417613636
31st,7,0.417613636
better👋bye,7,0.417613636
came,7,0.417613636
covid)👋,7,0.417613636
eve!,7,0.417613636
happens,7,0.417613636
"me,",7,0.417613636
stuff,7,0.417613636
year...,7,0.417613636
year❤️💯,7,0.417613636
love,7,0.421134818
best,7,0.518526592
said,6,0.070454545
"beach,",6,0.203914141
friends,6,0.258202261
home,6,0.390420951
safe,6,0.464253247
end,6,0.487916667
#wearamask,6,0.531038059
ireland,5,0.045353535
confirmed,5,0.062575758
#2020,5,0.068888889
cases,5,0.156515152
thank,5,0.261633523
family,5,0.309631313
vaccine,5,0.312613636
maryland,5,0.324090909
#happynewyear2021,5,0.35290404
amazing,5,0.354649351
wear,5,0.421518759
"safe,",5,0.449924242
wish,5,0.514194805
—,4,-0.097916667
figures,4,-0.011742424
record,4,-0.001136364
photo,4,0.007305195
irish,4,0.040984848
year's,4,0.045941558
did,4,0.060795455
during,4,0.061117424
chief,4,0.133219697
#blessed,4,0.135669192
grateful,4,0.199403409
en,4,0.200568182
due,4,0.202252886
quarantine,4,0.212359508
right,4,0.221778274
2020!,4,0.276208514
cheers,4,0.285333807
thankful,4,0.294255051
el,4,0.297077922
#family,4,0.305346828
corona,4,0.30594697
#goodbye2020,4,0.330899621
close,4,0.331818182
loved,4,0.376352814
ones.,4,0.376352814
"frederick,",4,0.417613636
san,4,0.562571023
#love,4,0.624195076
begin,3,-0.1
off,3,-0.083333333
#familytime,3,-0.075108225
illinois,3,-0.074074074
daily,3,-0.061111111
formal,3,-0.061111111
meaning,3,-0.061111111
official,3,-0.061111111
recent,3,-0.061111111
reporting,3,-0.061111111
senior,3,-0.061111111
situation,3,-0.061111111
spread,3,-0.061111111
"suggest,",3,-0.061111111
"ireland,",3,-0.037777778
#lockdown,3,0.006060606
home.,3,0.026406926
another,3,0.032852333
posted,3,0.034090909
balsam,3,0.036111111
distancing.,3,0.036111111
drinking,3,0.036111111
mountain,3,0.036111111
preserve,3,0.036111111
says,3,0.044444444
everything,3,0.045549242
#fuck2020,3,0.079427083
reported,3,0.087626263
look,3,0.099580628
week,3,0.103888889
bring,3,0.116695076
awards,3,0.136363636
choice,3,0.136363636
here’s,3,0.148761424
told,3,0.170562771
medical,3,0.170959596
officer,3,0.170959596
wave,3,0.172222222
come,3,0.177367424
celebrating,3,0.186823593
department,3,0.202020202
contacts,3,0.209090909
longer,3,0.209090909
house,3,0.212121212
georgia,3,0.222061237
next,3,0.224422799
ireland.,3,0.226868687
fight,3,0.241287879
free,3,0.242200126
year’s,3,0.254102408
waiting,3,0.254892677
since,3,0.260475589
carolina,3,0.261111111
north,3,0.261111111
tested,3,0.264814815
"year,",3,0.271136364
vaccine.,3,0.274494949
lives,3,0.280252525
party,3,0.3015625
pandemic!,3,0.312117605
college,3,0.330808081
massachusetts,3,0.330871212
kingdom,3,0.333333333
"london,",3,0.333333333
night,3,0.333333333
world,3,0.342402146
thing,3,0.387373737
healthy,3,0.394848034
#fireworks💥,3,0.395833333
especially,3,0.396103896
hopeful,3,0.396103896
inspired,3,0.396103896
"myself,",3,0.396103896
rhys,3,0.396103896
sending,3,0.396103896
shauno.,3,0.396103896
"strength,",3,0.396103896
favorite,3,0.448779461
great,3,0.459801136
everyone!,3,0.461228355
florida,3,0.487507891
everyone,3,0.538510101
#gratitude,3,0.567676768
gift,3,0.683585859
ward,2,-0.3
happened,2,-0.193939394
#tbt,2,-0.118939394
least,2,-0.072291667
formally,2,-0.066666667
official:,2,-0.058333333
"suggests,",2,-0.058333333
long,2,-0.05
lost,2,-0.023863636
we've,2,-0.00719697
#pajamas,2,0
#partyingathome,2,0
british,2,0
columbia,2,0
crown,2,0
heights,2,0
mood,2,0
#families,2,0.01461039
#granddaughter,2,0.01461039
crowd's,2,0.01461039
large,2,0.01461039
option,2,0.016666667
despite,2,0.01875
same,2,0.02
public,2,0.076666667
indiana,2,0.083636364
mean,2,0.095610119
open,2,0.115113636
local,2,0.115656566
nye,2,0.125
almost,2,0.136363636
edition,2,0.136363636
"square,",2,0.136363636
big,2,0.1421875
dr,2,0.156439394
media,2,0.156439394
tony,2,0.156439394
park,2,0.196428571
"heights,",2,0.225
#grateful,2,0.239236111
daughter,2,0.25
"houston,",2,0.25
#thankyou#resilience#frontlineheroes,2,0.256818182
definition,2,0.256818182
everyday,2,0.256818182
frontline,2,0.256818182
workers,2,0.256818182
davidson,2,0.270833333
